Category,Vector
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[1. 0. 1. 0. 5.]
1,[0. 0. 0. 7. 3.]
-1,[ 0.   1.  26.   1.5  6. ]
1,[0. 1. 0. 5. 1.]
1,[0.  1.  1.  7.5 0. ]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 9.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 5.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  2. 16.  8.  4.]
1,[ 0.  1.  0. 24.  5.]
-1,[ 1.  2. 19. 10.  6.]
-1,[1. 0. 3. 0. 6.]
-1,[ 0.  4.  4. 23. 11.]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 13. 11.]
1,[ 0.  0.  1. 14.  2.]
1,[0. 0. 0. 0. 2.]
-1,[1.  0.  6.  0.2 8. ]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  1. 13.  4.]
1,[0. 0. 4. 3. 5.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  1. 11.  0.  2.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 3. 0. 2.]
1,[0. 0. 0. 4. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 1. 0. 2.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0.  1.  1.  7.5 2. ]
1,[ 0.   1.   0.  23.5 21. ]
1,[ 0.  0.  0. 12.  1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 10.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  3. 15.  2.]
1,[0. 1. 0. 4. 1.]
1,[ 0.  0.  0. 16.  7.]
1,[0.  2.  0.  5.5 5. ]
-1,[0.         3.         4.         7.66666667 3.        ]
-1,[ 1.   3.  14.   2.5  5. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 2. 0. 3.]
1,[ 0.  0.  0. 13.  5.]
1,[0. 0. 0. 0. 3.]
-1,[0. 0. 8. 0. 7.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 16.  1.]
1,[0. 0. 3. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  0.  5. 12.  2.]
-1,[ 0.  0.  0. 13.  2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 33.  5.]
1,[0.   0.   0.   4.25 4.  ]
1,[ 0.  2.  0. 16. 10.]
1,[0. 0. 0. 0. 3.]
-1,[0.         1.         1.         6.66666667 2.        ]
1,[0. 0. 0. 8. 3.]
-1,[1.         0.         2.         2.42857143 8.        ]
1,[0. 0. 0. 3. 1.]
1,[ 0.  0.  0. 24.  6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0.  0. 13.]
1,[ 0.  0.  0. 24.  0.]
1,[ 0.   0.   0.  13.5  7. ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 7. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.          2.         21.          1.85714286 12.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 4. 3.]
-1,[ 1.  0.  3. 23. 10.]
-1,[ 0.  4. 19. 17.  6.]
1,[0. 0. 1. 0. 6.]
1,[0. 2. 0. 3. 3.]
1,[ 0.  0.  0. 22.  4.]
1,[ 0.  0.  0. 10.  2.]
1,[0. 0. 0. 5. 0.]
1,[ 0.  0.  0. 25.  3.]
1,[ 0.  0.  0. 29. 16.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 56.  8.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 11.  0.]
-1,[0. 0. 9. 2. 3.]
-1,[ 1.  2. 12.  3.  7.]
-1,[ 0.  1. 11. 10.  0.]
-1,[1. 1. 0. 0. 8.]
-1,[ 0.          2.         26.          1.33333333 12.        ]
1,[ 0.          0.          0.          2.44444444 11.        ]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0. 13.  1.]
1,[ 0.  2.  1. 15.  2.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 0. 5.]
1,[0. 0. 1. 8. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.    2.   17.    3.25  3.  ]
1,[ 0.  0.  1. 58.  7.]
1,[0. 0. 0. 9. 3.]
1,[ 0.  0.  0. 16.  5.]
1,[0. 0. 2. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.   0.   0.  10.5  4. ]
1,[1. 1. 1. 0. 3.]
1,[0. 0. 0. 6. 5.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 11.  1.]
1,[0.  0.  0.  7.5 6. ]
1,[ 0.  0.  0. 11.  3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 0. 1.]
-1,[ 0.  2. 21. 14. 10.]
1,[ 0.  0.  6.  2. 18.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0.  0.  0.  2.5 4. ]
1,[ 0.  0.  0. 12.  4.]
1,[ 0.  1.  1. 21.  4.]
1,[ 0.  0.  0. 13.  6.]
1,[0. 0. 1. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 11.  7.]
1,[0. 0. 0. 0. 2.]
1,[0.         0.         1.         8.66666667 7.        ]
1,[0. 0. 1. 0. 9.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 6. 2.]
-1,[ 0.    1.   24.    5.25  3.  ]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 2.]
-1,[1.         0.         6.         2.42857143 8.        ]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 3. 0. 4.]
-1,[ 0.          2.         20.          4.33333333  3.        ]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 16.  4.]
1,[0. 0. 1. 0. 4.]
1,[ 0.  0.  0. 10.  1.]
1,[ 1.  0.  1. 23. 12.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 9. 3.]
1,[ 0.  0.  0. 13.  1.]
1,[ 0.  0.  2. 26.  0.]
1,[0. 0. 0. 0. 3.]
-1,[ 0.          2.         14.          4.66666667  4.        ]
1,[0. 0. 0. 0. 3.]
-1,[ 0.          1.          8.          1.66666667 13.        ]
1,[0. 0. 0. 0. 2.]
1,[0.         0.         0.         4.66666667 1.        ]
-1,[1.         0.         5.         6.33333333 8.        ]
-1,[ 1.  1. 10. 10.  8.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  1. 29.  2.]
-1,[ 0.          4.         20.          3.33333333  3.        ]
1,[ 0.  0.  0. 23.  8.]
1,[0. 0. 0. 6. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 2. 7.]
1,[ 0.  0.  0. 25.  9.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
-1,[0. 0. 2. 7. 6.]
1,[0.         0.         0.         2.33333333 5.        ]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 11.  4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 9. 2.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0.  0.  1.  4.5 7. ]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 6. 6.]
1,[0. 0. 0. 0. 3.]
-1,[0.  1.  4.  4.5 3. ]
1,[ 0.  0.  0. 18.  7.]
1,[ 2.          0.          0.         17.33333333  8.        ]
-1,[0. 2. 0. 3. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 24.  6.]
1,[1. 0. 0. 0. 2.]
1,[0.         0.         0.         4.33333333 1.        ]
1,[ 0.  0.  0. 30.  4.]
1,[ 0.  0.  1. 38.  6.]
1,[0. 2. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 2. 7.]
1,[ 0.  0.  0. 13.  6.]
1,[0. 0. 0. 0. 2.]
1,[1. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 7. 5.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 1. 0. 1.]
1,[0. 1. 0. 0. 3.]
-1,[ 0.  3. 25.  0.  9.]
1,[ 0.  0.  0.  0. 14.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 11.  1.]
1,[0.  1.  1.  4.5 2. ]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  1. 25.  2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 4. 2.]
-1,[ 0.  2. 21.  4. 10.]
1,[0. 0. 0. 0. 1.]
1,[ 0.    0.    0.   18.75  9.  ]
1,[ 0.  1.  0. 11.  2.]
1,[0. 0. 0. 4. 5.]
1,[0. 0. 0. 7. 2.]
1,[ 0.          0.          1.         17.33333333 37.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 8. 1.]
1,[ 0.   0.   1.   6.5 10. ]
-1,[ 0.  3. 19. 10.  6.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0. 16.  3.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 1. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0.         0.         1.         8.33333333 8.        ]
1,[0. 1. 0. 0. 0.]
1,[0. 0. 3. 0. 4.]
1,[0.  1.  1.  8.5 1. ]
1,[ 0.  0.  0.  2. 12.]
-1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 5. 1.]
-1,[ 0.  1. 15.  5.  3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  3. 16.  2.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 2. 1.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 11.  4.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 3. 0. 0. 3.]
1,[0. 1. 1. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 5. 8.]
1,[ 0.  0.  0. 15.  1.]
1,[0. 0. 0. 0. 3.]
1,[0.         0.         0.         7.66666667 2.        ]
1,[0. 0. 0. 0. 0.]
-1,[ 0.   2.  14.   2.5  8. ]
-1,[ 1.    1.   18.    4.25 10.  ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
-1,[0. 0. 2. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  1.  0. 10.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0.   0.   0.   5.25 9.  ]
1,[0. 1. 0. 0. 2.]
-1,[0. 1. 3. 0. 0.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  2. 21. 14. 10.]
1,[ 0.  0.  0.  0. 10.]
1,[0. 0. 0. 8. 3.]
1,[0. 0. 5. 0. 4.]
1,[ 0.  0.  0. 19.  2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 2. 0. 0.]
1,[0.   0.   0.   2.25 1.  ]
1,[0. 0. 0. 4. 2.]
1,[0. 1. 1. 0. 2.]
-1,[ 0.  4. 15.  5. 10.]
1,[0. 0. 0. 0. 5.]
1,[0.   0.   3.   0.04 4.  ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 8. 6.]
1,[ 0.          0.          0.         12.33333333  4.        ]
1,[ 0.  0.  0. 11.  3.]
-1,[ 0.  1. 12. 26.  3.]
1,[0. 0. 1. 5. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 7.]
1,[ 0.  0.  0. 24.  7.]
-1,[ 0.  0. 22.  8.  4.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 13. 10.]
1,[0.         0.         0.         8.66666667 6.        ]
1,[0. 0. 2. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 3. 0. 6.]
1,[0. 0. 0. 0. 3.]
1,[0.  1.  3.  4.6 5. ]
1,[ 0.  0.  0. 21. 12.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 8. 4. 5.]
1,[0. 0. 0. 0. 0.]
1,[0.  0.  0.  4.5 2. ]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 5. 2.]
1,[ 0.  0.  0. 25.  4.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 14.  7.]
1,[0. 0. 0. 0. 0.]
1,[ 0.    0.    0.    0.75 16.  ]
1,[ 0.  0.  1.  0. 15.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 2. 0.]
-1,[ 0.   1.  15.   3.4  7. ]
1,[0. 0. 2. 0. 4.]
1,[0. 0. 0. 6. 1.]
-1,[ 0.    1.   35.    1.75  6.  ]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 1. 0. 6.]
-1,[ 0.   2.  15.   5.5  1. ]
-1,[0.         1.         2.         4.66666667 7.        ]
-1,[ 0.   1.  27.   2.5  6. ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 25. 22.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 19.  5.]
-1,[ 1.    3.   24.    4.25  9.  ]
1,[ 0.  0.  0. 11.  3.]
-1,[ 0.  1. 26.  5.  5.]
-1,[ 0.  1. 27.  4. 12.]
1,[0. 0. 0. 9. 1.]
1,[0.         0.         0.         6.83333333 4.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 6.]
-1,[ 0.          3.         16.          2.66666667  6.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 20.  2.]
1,[0. 0. 0. 0. 0.]
1,[0.  0.  0.  9.5 1. ]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 16.  3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 2. 0. 0.]
-1,[ 0.  5. 10. 17.  7.]
1,[0. 0. 0. 0. 6.]
1,[0.  1.  0.  7.5 0. ]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 1. 5. 2.]
1,[ 0.  0.  0.  0. 20.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 10.  2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 3. 0. 3.]
-1,[0.         1.         5.         3.33333333 3.        ]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 17.  5.]
1,[0. 0. 0. 7. 7.]
1,[0. 1. 0. 4. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0.         0.         0.         7.33333333 8.        ]
1,[0. 0. 0. 7. 2.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 4. 7.]
-1,[ 0.  2. 22. 15.  2.]
-1,[ 0.  2. 22.  0.  2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 8. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  1.  0. 11.  2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.  1. 12.  0.  7.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 14.  0.  0.]
1,[0. 1. 1. 0. 5.]
1,[0. 1. 0. 0. 2.]
1,[0.  0.  0.  4.5 6. ]
1,[ 0.   1.   0.   3.5 14. ]
-1,[ 0.          1.         17.          2.14285714  2.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 2. 1.]
-1,[ 0.    1.   29.    1.25  9.  ]
1,[0.  0.  1.  5.5 6. ]
1,[0. 1. 0. 9. 1.]
1,[0. 4. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 2. 0. 0.]
1,[ 0.    0.    0.    1.75 14.  ]
1,[ 0.  0.  0. 11.  3.]
1,[0.  0.  0.  5.5 1. ]
-1,[ 0.  1. 18.  0.  5.]
1,[ 0.  0.  2. 19.  7.]
1,[0. 1. 0. 5. 1.]
-1,[1.         2.         3.         8.33333333 8.        ]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 9. 0. 3.]
1,[ 0.  1.  0. 11.  0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 9. 1.]
1,[ 0.          1.          0.          7.66666667 14.        ]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 0. 5.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.   1.  35.   4.5  8. ]
1,[ 0.  0.  0. 11.  1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
-1,[ 1.   4.   5.  10.5 10. ]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0.  8. 18.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 3.]
1,[ 0.  0.  0. 13.  3.]
1,[ 0.  0.  1.  0. 12.]
1,[ 0.  0.  2. 15.  6.]
1,[ 0.  0.  0. 10.  3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 10.  5.]
1,[0. 0. 1. 5. 4.]
1,[ 0.  2.  0. 19.  6.]
1,[0.         0.         0.         5.33333333 3.        ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 16. 14.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 9. 9.]
1,[0. 0. 0. 0. 2.]
-1,[0.  2.  5.  1.8 7. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
-1,[0.  3.  2.  2.5 6. ]
1,[ 1.          1.          0.          2.66666667 10.        ]
1,[0. 0. 0. 3. 1.]
1,[ 0.  0.  0. 12.  3.]
1,[0. 0. 0. 4. 4.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0.  0. 14.]
-1,[ 1.  1.  5. 13.  8.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 30.  9.]
1,[ 0.   0.   3.  20.5  7. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 9. 4.]
1,[ 0.  0.  0. 10.  2.]
1,[0. 0. 0. 0. 3.]
1,[0.  0.  0.  4.5 2. ]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  1. 13.  0.  4.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  1. 22.  8.]
1,[ 1.  0.  2. 15.  5.]
1,[ 0.   0.   0.  10.5  1. ]
-1,[ 0.  0.  3.  4. 18.]
1,[0. 0. 0. 5. 0.]
-1,[ 2.  0.  0. 23. 12.]
1,[0. 0. 1. 0. 4.]
1,[0. 1. 1. 9. 1.]
1,[ 0.  0.  1.  0. 11.]
1,[ 0.   0.   0.  14.5  2. ]
-1,[ 0.   2.  24.   5.5  4. ]
-1,[ 0.  1. 11.  8.  2.]
1,[ 0.  0.  0. 10.  2.]
1,[ 0.  0. 11.  0. 11.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 6.]
1,[ 0.  1.  0. 15.  1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 20.  4.  1.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[ 2.  1.  0.  0. 10.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 11.  2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 15.  1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 0. 2.]
1,[ 0.  1.  0. 25.  4.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.   1.  27.   1.5  6. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 2. 0. 8.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 8. 2.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.   3.  15.   2.4  2. ]
-1,[ 1.  2. 17.  8.  7.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  2.  0. 46.  4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 1.]
-1,[ 0.  2. 36.  5.  9.]
1,[0. 0. 0. 0. 4.]
1,[ 0.   0.   0.  18.5  2. ]
1,[0. 0. 0. 0. 3.]
1,[0.         1.         0.         4.66666667 7.        ]
1,[ 0.  1.  0. 10.  1.]
1,[0. 1. 0. 0. 5.]
1,[0.  0.  0.  5.5 2. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 0. 9.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
-1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 6. 4.]
-1,[ 0.  2. 22. 22.  6.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0.  0. 13.]
1,[0. 0. 0. 4. 2.]
1,[0. 0. 0. 4. 1.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0.  0. 15.]
1,[ 0.  0.  0.  0. 16.]
1,[0. 0. 0. 0. 2.]
-1,[ 1.   1.  28.   1.6 13. ]
1,[0. 0. 0. 5. 1.]
1,[0. 1. 2. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  0. 17.  2.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.    1.   28.    1.25  9.  ]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 6. 1.]
-1,[ 0.    3.   14.    3.75  3.  ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0.  1.  0.  5.5 2. ]
1,[0. 0. 0. 7. 2.]
1,[ 0.  0.  0. 14.  8.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 8. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 26.  3.]
1,[ 0.   0.   3.  10.5 12. ]
1,[0. 0. 0. 0. 2.]
-1,[ 0.   4.  18.   1.2  8. ]
-1,[ 0.  1. 13. 10.  8.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 4. 0.]
1,[ 0.  1.  0. 23. 24.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 8.]
1,[ 0.  0.  9.  0. 16.]
